date,category,amount,payment_method,description,month,month_num,day_of_week,is_weekend,week_of_year,transaction_id,quarter,week_part,expense_size,is_essential,cumulative_monthly_spend,day_of_month,vs_monthly_avg
2024-02-26,Utilities,1894,UPI,Gas cylinder,February,2,Monday,0,9,TXN1156,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,174856,26,-25.65
2024-02-27,Transportation,361,UPI,Petrol,February,2,Tuesday,0,9,TXN1159,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,175217,27,-85.83
2024-02-27,Entertainment,564,UPI,Netflix subscription,February,2,Tuesday,0,9,TXN1157,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,175781,27,-77.86
2024-02-27,Food & Dining,1450,Cash,Lunch with friends,February,2,Tuesday,0,9,TXN1158,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,177231,27,-43.08
2024-02-27,Utilities,1540,Credit Card,Gas cylinder,February,2,Tuesday,0,9,TXN1160,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,178771,27,-39.55
2024-02-28,Food & Dining,1452,UPI,Restaurant dinner,February,2,Wednesday,0,9,TXN1162,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,180223,28,-43.0
2024-02-28,Transportation,573,UPI,Petrol,February,2,Wednesday,0,9,TXN1161,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,180796,28,-77.51
2024-02-29,Food & Dining,1950,Debit Card,Lunch with friends,February,2,Thursday,0,9,TXN1163,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,182746,29,-23.46
2024-02-29,Education,9238,UPI,Udemy course,February,2,Thursday,0,9,TXN1164,Q1 (Jan-Mar),Weekday,Very Large (5000+),Essential,191984,29,262.62
2024-02-29,Travel,11820,Debit Card,Train ticket,February,2,Thursday,0,9,TXN1165,Q1 (Jan-Mar),Weekday,Very Large (5000+),Non-Essential,203804,29,363.98
2024-03-01,Groceries,2182,UPI,Supermarket,March,3,Friday,0,9,TXN1166,Q1 (Jan-Mar),Weekday,Large (2000-5000),Essential,2182,1,12.76
2024-03-02,Food & Dining,1862,Debit Card,Cafe coffee,March,3,Saturday,1,9,TXN1167,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,4044,2,-3.78
2024-03-02,Transportation,546,Credit Card,Bus ticket,March,3,Saturday,1,9,TXN1168,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,4590,2,-71.79
2024-03-02,Rent,12000,Cash,Room rent,March,3,Saturday,1,9,TXN1169,Q1 (Jan-Mar),Weekend,Very Large (5000+),Essential,16590,2,520.11
2024-03-02,Groceries,2804,Credit Card,Vegetable market,March,3,Saturday,1,9,TXN1170,Q1 (Jan-Mar),Weekend,Large (2000-5000),Essential,19394,2,44.9
2024-03-03,Food & Dining,343,Credit Card,Street food,March,3,Sunday,1,9,TXN1171,Q1 (Jan-Mar),Weekend,Small (<500),Non-Essential,19737,3,-82.28
2024-03-03,Transportation,321,Cash,Ola cab,March,3,Sunday,1,9,TXN1172,Q1 (Jan-Mar),Weekend,Small (<500),Non-Essential,20058,3,-83.41
2024-03-04,Food & Dining,2181,Credit Card,Zomato order,March,3,Monday,0,10,TXN1173,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,22239,4,12.7
2024-03-04,Shopping,4994,UPI,Electronics,March,3,Monday,0,10,TXN1174,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,27233,4,158.07
2024-03-04,Utilities,1209,Net Banking,DTH recharge,March,3,Monday,0,10,TXN1175,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,28442,4,-37.52
2024-03-05,Shopping,7910,Credit Card,Flipkart order,March,3,Tuesday,0,10,TXN1178,Q1 (Jan-Mar),Weekday,Very Large (5000+),Non-Essential,36352,5,308.76
2024-03-05,Entertainment,1024,UPI,Netflix subscription,March,3,Tuesday,0,10,TXN1176,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,37376,5,-47.08
2024-03-05,Food & Dining,971,UPI,Cafe coffee,March,3,Tuesday,0,10,TXN1177,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,38347,5,-49.82
2024-03-06,Food & Dining,1976,UPI,Swiggy delivery,March,3,Wednesday,0,10,TXN1179,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,40323,6,2.11
2024-03-06,Transportation,111,Net Banking,Metro card recharge,March,3,Wednesday,0,10,TXN1180,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,40434,6,-94.26
2024-03-06,Groceries,2640,UPI,Vegetable market,March,3,Wednesday,0,10,TXN1181,Q1 (Jan-Mar),Weekday,Large (2000-5000),Essential,43074,6,36.42
2024-03-07,Utilities,1483,UPI,DTH recharge,March,3,Thursday,0,10,TXN1182,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,44557,7,-23.36
2024-03-08,Food & Dining,1911,Debit Card,Street food,March,3,Friday,0,10,TXN1183,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,46468,8,-1.25
2024-03-08,Shopping,1824,Credit Card,Home decor,March,3,Friday,0,10,TXN1184,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,48292,8,-5.74
2024-03-09,Transportation,620,Cash,Ola cab,March,3,Saturday,1,10,TXN1185,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,48912,9,-67.96
2024-03-10,Utilities,2190,Net Banking,Electricity bill,March,3,Sunday,1,10,TXN1189,Q1 (Jan-Mar),Weekend,Large (2000-5000),Essential,51102,10,13.17
2024-03-10,Travel,4007,UPI,Bus booking,March,3,Sunday,1,10,TXN1186,Q1 (Jan-Mar),Weekend,Large (2000-5000),Non-Essential,55109,10,107.07
2024-03-10,Food & Dining,1919,UPI,Restaurant dinner,March,3,Sunday,1,10,TXN1187,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,57028,10,-0.83
2024-03-10,Transportation,600,UPI,Petrol,March,3,Sunday,1,10,TXN1188,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,57628,10,-68.99
2024-03-11,Food & Dining,1456,Net Banking,Cafe coffee,March,3,Monday,0,11,TXN1192,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,59084,11,-24.76
2024-03-11,Transportation,271,Debit Card,Bus ticket,March,3,Monday,0,11,TXN1193,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,59355,11,-86.0
2024-03-11,Health,1340,Debit Card,Doctor consultation,March,3,Monday,0,11,TXN1190,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,60695,11,-30.75
2024-03-11,Groceries,3353,Net Banking,D-Mart shopping,March,3,Monday,0,11,TXN1191,Q1 (Jan-Mar),Weekday,Large (2000-5000),Essential,64048,11,73.27
2024-03-12,Transportation,695,UPI,Metro card recharge,March,3,Tuesday,0,11,TXN1196,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,64743,12,-64.09
2024-03-12,Shopping,6602,Credit Card,Myntra order,March,3,Tuesday,0,11,TXN1194,Q1 (Jan-Mar),Weekday,Very Large (5000+),Non-Essential,71345,12,241.16
2024-03-12,Food & Dining,1147,Debit Card,Street food,March,3,Tuesday,0,11,TXN1195,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,72492,12,-40.73
2024-03-13,Shopping,4030,UPI,Amazon purchase,March,3,Wednesday,0,11,TXN1197,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,76522,13,108.25
2024-03-13,Health,1288,Cash,Pharmacy,March,3,Wednesday,0,11,TXN1198,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,77810,13,-33.44
2024-03-14,Transportation,212,UPI,Ola cab,March,3,Thursday,0,11,TXN1199,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,78022,14,-89.04
2024-03-14,Groceries,1519,Debit Card,Milk & dairy,March,3,Thursday,0,11,TXN1200,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,79541,14,-21.5
2024-03-15,Food & Dining,548,UPI,Street food,March,3,Friday,0,11,TXN1201,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,80089,15,-71.68
2024-03-15,Entertainment,726,Credit Card,Amazon Prime,March,3,Friday,0,11,TXN1202,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,80815,15,-62.48
2024-03-16,Food & Dining,453,Credit Card,Street food,March,3,Saturday,1,11,TXN1203,Q1 (Jan-Mar),Weekend,Small (<500),Non-Essential,81268,16,-76.59
2024-03-16,Transportation,323,Debit Card,Uber ride,March,3,Saturday,1,11,TXN1204,Q1 (Jan-Mar),Weekend,Small (<500),Non-Essential,81591,16,-83.31
2024-03-16,Groceries,1213,Debit Card,BigBasket order,March,3,Saturday,1,11,TXN1205,Q1 (Jan-Mar),Weekend,Medium (500-2000),Essential,82804,16,-37.32
2024-03-17,Transportation,641,Credit Card,Petrol,March,3,Sunday,1,11,TXN1206,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,83445,17,-66.88
2024-03-17,Health,301,Credit Card,Doctor consultation,March,3,Sunday,1,11,TXN1207,Q1 (Jan-Mar),Weekend,Small (<500),Essential,83746,17,-84.45
2024-03-17,Utilities,2663,UPI,Internet bill,March,3,Sunday,1,11,TXN1208,Q1 (Jan-Mar),Weekend,Large (2000-5000),Essential,86409,17,37.61
2024-03-18,Food & Dining,305,UPI,Zomato order,March,3,Monday,0,12,TXN1210,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,86714,18,-84.24
2024-03-18,Shopping,1134,UPI,Myntra order,March,3,Monday,0,12,TXN1209,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,87848,18,-41.4
2024-03-19,Food & Dining,2254,Debit Card,Cafe coffee,March,3,Tuesday,0,12,TXN1211,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,90102,19,16.48
2024-03-19,Transportation,71,Credit Card,Metro card recharge,March,3,Tuesday,0,12,TXN1212,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,90173,19,-96.33
2024-03-19,Shopping,5469,Credit Card,Flipkart order,March,3,Tuesday,0,12,TXN1213,Q1 (Jan-Mar),Weekday,Very Large (5000+),Non-Essential,95642,19,182.62
2024-03-19,Entertainment,2334,Debit Card,Netflix subscription,March,3,Tuesday,0,12,TXN1214,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,97976,19,20.61
2024-03-19,Groceries,4702,Credit Card,Vegetable market,March,3,Tuesday,0,12,TXN1215,Q1 (Jan-Mar),Weekday,Large (2000-5000),Essential,102678,19,142.98
2024-03-20,Food & Dining,861,UPI,Zomato order,March,3,Wednesday,0,12,TXN1216,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,103539,20,-55.51
2024-03-20,Transportation,763,Credit Card,Auto rickshaw,March,3,Wednesday,0,12,TXN1217,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,104302,20,-60.57
2024-03-20,Shopping,6578,UPI,Electronics,March,3,Wednesday,0,12,TXN1218,Q1 (Jan-Mar),Weekday,Very Large (5000+),Non-Essential,110880,20,239.92
2024-03-20,Entertainment,1948,Debit Card,Concert tickets,March,3,Wednesday,0,12,TXN1219,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,112828,20,0.66
2024-03-21,Food & Dining,1473,Debit Card,Cafe coffee,March,3,Thursday,0,12,TXN1220,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,114301,21,-23.88
2024-03-22,Food & Dining,993,Debit Card,Lunch with friends,March,3,Friday,0,12,TXN1221,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,115294,22,-48.69
2024-03-22,Transportation,575,Net Banking,Auto rickshaw,March,3,Friday,0,12,TXN1222,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,115869,22,-70.29
2024-03-23,Food & Dining,3045,Cash,Street food,March,3,Saturday,1,12,TXN1224,Q1 (Jan-Mar),Weekend,Large (2000-5000),Non-Essential,118914,23,57.35
2024-03-23,Transportation,473,Credit Card,Petrol,March,3,Saturday,1,12,TXN1223,Q1 (Jan-Mar),Weekend,Small (<500),Non-Essential,119387,23,-75.56
2024-03-23,Education,1269,UPI,Stationery,March,3,Saturday,1,12,TXN1225,Q1 (Jan-Mar),Weekend,Medium (500-2000),Essential,120656,23,-34.42
2024-03-24,Food & Dining,1041,UPI,Restaurant dinner,March,3,Sunday,1,12,TXN1226,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,121697,24,-46.21
2024-03-25,Food & Dining,1168,Credit Card,Cafe coffee,March,3,Monday,0,13,TXN1227,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,122865,25,-39.64
2024-03-25,Transportation,50,UPI,Bus ticket,March,3,Monday,0,13,TXN1228,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,122915,25,-97.42
2024-03-25,Shopping,5678,UPI,Amazon purchase,March,3,Monday,0,13,TXN1229,Q1 (Jan-Mar),Weekday,Very Large (5000+),Non-Essential,128593,25,193.42
2024-03-25,Groceries,1216,Credit Card,BigBasket order,March,3,Monday,0,13,TXN1230,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,129809,25,-37.16
2024-03-26,Food & Dining,1118,Debit Card,Cafe coffee,March,3,Tuesday,0,13,TXN1231,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,130927,26,-42.23
2024-03-26,Transportation,687,UPI,Uber ride,March,3,Tuesday,0,13,TXN1232,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,131614,26,-64.5
2024-03-26,Shopping,4970,UPI,Home decor,March,3,Tuesday,0,13,TXN1233,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,136584,26,156.83
2024-03-26,Entertainment,1999,UPI,Amazon Prime,March,3,Tuesday,0,13,TXN1234,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,138583,26,3.3
2024-03-27,Food & Dining,502,Credit Card,Cafe coffee,March,3,Wednesday,0,13,TXN1235,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,139085,27,-74.06
2024-03-27,Transportation,394,Debit Card,Ola cab,March,3,Wednesday,0,13,TXN1236,Q1 (Jan-Mar),Weekday,Small (<500),Non-Essential,139479,27,-79.64
2024-03-27,Groceries,1703,UPI,BigBasket order,March,3,Wednesday,0,13,TXN1237,Q1 (Jan-Mar),Weekday,Medium (500-2000),Essential,141182,27,-12.0
2024-03-28,Shopping,3730,Debit Card,Electronics,March,3,Thursday,0,13,TXN1238,Q1 (Jan-Mar),Weekday,Large (2000-5000),Non-Essential,144912,28,92.75
2024-03-29,Transportation,504,UPI,Ola cab,March,3,Friday,0,13,TXN1239,Q1 (Jan-Mar),Weekday,Medium (500-2000),Non-Essential,145416,29,-73.96
2024-03-30,Food & Dining,1608,UPI,Swiggy delivery,March,3,Saturday,1,13,TXN1240,Q1 (Jan-Mar),Weekend,Medium (500-2000),Non-Essential,147024,30,-16.91
2024-03-31,Food & Dining,2321,Debit Card,Restaurant dinner,March,3,Sunday,1,13,TXN1241,Q1 (Jan-Mar),Weekend,Large (2000-5000),Non-Essential,149345,31,19.94
2024-03-31,Transportation,456,Credit Card,Auto rickshaw,March,3,Sunday,1,13,TXN1242,Q1 (Jan-Mar),Weekend,Small (<500),Non-Essential,149801,31,-76.44
2024-03-31,Education,1140,UPI,Books,March,3,Sunday,1,13,TXN1243,Q1 (Jan-Mar),Weekend,Medium (500-2000),Essential,150941,31,-41.09
2024-04-01,Transportation,697,UPI,Petrol,April,4,Monday,0,14,TXN1244,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,697,1,-71.93
2024-04-02,Food & Dining,644,UPI,Cafe coffee,April,4,Tuesday,0,14,TXN1245,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,1341,2,-74.07
2024-04-02,Transportation,434,UPI,Auto rickshaw,April,4,Tuesday,0,14,TXN1246,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,1775,2,-82.52
2024-04-03,Food & Dining,1860,Cash,Zomato order,April,4,Wednesday,0,14,TXN1247,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,3635,3,-25.11
2024-04-03,Transportation,342,UPI,Metro card recharge,April,4,Wednesday,0,14,TXN1248,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,3977,3,-86.23
2024-04-03,Groceries,2584,Debit Card,Blinkit delivery,April,4,Wednesday,0,14,TXN1249,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,6561,3,4.05
2024-04-04,Food & Dining,861,UPI,Restaurant dinner,April,4,Thursday,0,14,TXN1250,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,7422,4,-65.33
2024-04-04,Transportation,209,Credit Card,Ola cab,April,4,Thursday,0,14,TXN1251,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,7631,4,-91.58
2024-04-05,Food & Dining,1198,UPI,Lunch with friends,April,4,Friday,0,14,TXN1254,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,8829,5,-51.76
2024-04-05,Transportation,267,UPI,Auto rickshaw,April,4,Friday,0,14,TXN1255,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,9096,5,-89.25
2024-04-05,Shopping,5339,Credit Card,Electronics,April,4,Friday,0,14,TXN1252,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,14435,5,114.98
2024-04-05,Entertainment,2895,UPI,Amazon Prime,April,4,Friday,0,14,TXN1253,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,17330,5,16.57
2024-04-05,Education,7704,Debit Card,Coaching fees,April,4,Friday,0,14,TXN1256,Q2 (Apr-Jun),Weekday,Very Large (5000+),Essential,25034,5,210.21
2024-04-06,Food & Dining,342,Debit Card,Cafe coffee,April,4,Saturday,1,14,TXN1260,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,25376,6,-86.23
2024-04-06,Transportation,258,Net Banking,Bus ticket,April,4,Saturday,1,14,TXN1259,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,25634,6,-89.61
2024-04-06,Health,2168,Credit Card,Doctor consultation,April,4,Saturday,1,14,TXN1258,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,27802,6,-12.7
2024-04-06,Travel,16711,Debit Card,Holiday trip,April,4,Saturday,1,14,TXN1257,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,44513,6,572.88
2024-04-07,Food & Dining,544,Net Banking,Lunch with friends,April,4,Sunday,1,14,TXN1261,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,45057,7,-78.1
2024-04-08,Food & Dining,1723,Debit Card,Lunch with friends,April,4,Monday,0,15,TXN1262,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,46780,8,-30.62
2024-04-08,Transportation,712,UPI,Uber ride,April,4,Monday,0,15,TXN1263,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,47492,8,-71.33
2024-04-09,Food & Dining,605,Credit Card,Lunch with friends,April,4,Tuesday,0,15,TXN1264,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,48097,9,-75.64
2024-04-09,Transportation,293,UPI,Ola cab,April,4,Tuesday,0,15,TXN1265,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,48390,9,-88.2
2024-04-09,Shopping,1093,Credit Card,Myntra order,April,4,Tuesday,0,15,TXN1266,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,49483,9,-55.99
2024-04-09,Groceries,2428,UPI,Vegetable market,April,4,Tuesday,0,15,TXN1267,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,51911,9,-2.24
2024-04-10,Shopping,7465,UPI,Myntra order,April,4,Wednesday,0,15,TXN1271,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,59376,10,200.58
2024-04-10,Food & Dining,2011,Credit Card,Swiggy delivery,April,4,Wednesday,0,15,TXN1270,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,61387,10,-19.03
2024-04-10,Groceries,3964,UPI,BigBasket order,April,4,Wednesday,0,15,TXN1268,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,65351,10,59.61
2024-04-10,Entertainment,2583,Debit Card,Concert tickets,April,4,Wednesday,0,15,TXN1269,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,67934,10,4.01
2024-04-11,Food & Dining,327,Credit Card,Street food,April,4,Thursday,0,15,TXN1272,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,68261,11,-86.83
2024-04-11,Education,5349,Credit Card,Online certification,April,4,Thursday,0,15,TXN1273,Q2 (Apr-Jun),Weekday,Very Large (5000+),Essential,73610,11,115.38
2024-04-11,Groceries,3392,UPI,Vegetable market,April,4,Thursday,0,15,TXN1274,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,77002,11,36.58
2024-04-12,Transportation,198,UPI,Bus ticket,April,4,Friday,0,15,TXN1278,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,77200,12,-92.03
2024-04-12,Food & Dining,1686,Net Banking,Restaurant dinner,April,4,Friday,0,15,TXN1277,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,78886,12,-32.11
2024-04-12,Groceries,1419,Credit Card,Blinkit delivery,April,4,Friday,0,15,TXN1275,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,80305,12,-42.86
2024-04-12,Shopping,6906,Debit Card,Electronics,April,4,Friday,0,15,TXN1276,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,87211,12,178.07
2024-04-13,Transportation,532,UPI,Petrol,April,4,Saturday,1,15,TXN1279,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,87743,13,-78.58
2024-04-13,Entertainment,3383,UPI,Movie tickets,April,4,Saturday,1,15,TXN1280,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,91126,13,36.22
2024-04-14,Food & Dining,3772,Credit Card,Street food,April,4,Sunday,1,15,TXN1281,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,94898,14,51.88
2024-04-14,Health,2742,Credit Card,Lab tests,April,4,Sunday,1,15,TXN1282,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,97640,14,10.41
2024-04-15,Food & Dining,1968,Credit Card,Street food,April,4,Monday,0,16,TXN1283,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,99608,15,-20.76
2024-04-15,Transportation,70,Net Banking,Ola cab,April,4,Monday,0,16,TXN1284,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,99678,15,-97.18
2024-04-15,Travel,11906,Credit Card,Train ticket,April,4,Monday,0,16,TXN1285,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,111584,15,379.4
2024-04-16,Food & Dining,278,Cash,Street food,April,4,Tuesday,0,16,TXN1286,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,111862,16,-88.81
2024-04-16,Transportation,465,Net Banking,Auto rickshaw,April,4,Tuesday,0,16,TXN1287,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,112327,16,-81.28
2024-04-16,Shopping,3771,UPI,Clothes shopping,April,4,Tuesday,0,16,TXN1288,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,116098,16,51.84
2024-04-16,Utilities,647,Debit Card,Internet bill,April,4,Tuesday,0,16,TXN1289,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,116745,16,-73.95
2024-04-17,Utilities,2685,UPI,Water bill,April,4,Wednesday,0,16,TXN1290,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,119430,17,8.11
2024-04-18,Entertainment,416,Credit Card,Amazon Prime,April,4,Thursday,0,16,TXN1293,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,119846,18,-83.25
2024-04-18,Utilities,2382,Net Banking,DTH recharge,April,4,Thursday,0,16,TXN1291,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,122228,18,-4.09
2024-04-18,Shopping,2327,Credit Card,Myntra order,April,4,Thursday,0,16,TXN1292,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,124555,18,-6.3
2024-04-19,Food & Dining,1449,UPI,Zomato order,April,4,Friday,0,16,TXN1294,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,126004,19,-41.66
2024-04-19,Shopping,6284,UPI,Myntra order,April,4,Friday,0,16,TXN1295,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,132288,19,153.03
2024-04-19,Groceries,1685,UPI,D-Mart shopping,April,4,Friday,0,16,TXN1296,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,133973,19,-32.15
2024-04-20,Food & Dining,366,Cash,Swiggy delivery,April,4,Saturday,1,16,TXN1297,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,134339,20,-85.26
2024-04-20,Transportation,710,Net Banking,Bus ticket,April,4,Saturday,1,16,TXN1298,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,135049,20,-71.41
2024-04-20,Travel,16057,UPI,Holiday trip,April,4,Saturday,1,16,TXN1299,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,151106,20,546.54
2024-04-21,Food & Dining,2364,Debit Card,Street food,April,4,Sunday,1,16,TXN1300,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,153470,21,-4.81
2024-04-21,Transportation,470,Credit Card,Metro card recharge,April,4,Sunday,1,16,TXN1301,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,153940,21,-81.08
2024-04-21,Groceries,1361,Credit Card,BigBasket order,April,4,Sunday,1,16,TXN1302,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,155301,21,-45.2
2024-04-22,Transportation,532,Credit Card,Uber ride,April,4,Monday,0,17,TXN1303,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,155833,22,-78.58
2024-04-23,Shopping,6252,Net Banking,Amazon purchase,April,4,Tuesday,0,17,TXN1306,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,162085,23,151.74
2024-04-23,Groceries,4694,Credit Card,Supermarket,April,4,Tuesday,0,17,TXN1304,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,166779,23,89.01
2024-04-23,Food & Dining,2481,Debit Card,Lunch with friends,April,4,Tuesday,0,17,TXN1305,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,169260,23,-0.1
2024-04-24,Shopping,2585,UPI,Electronics,April,4,Wednesday,0,17,TXN1310,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,171845,24,4.09
2024-04-24,Food & Dining,2028,Debit Card,Lunch with friends,April,4,Wednesday,0,17,TXN1309,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,173873,24,-18.34
2024-04-24,Utilities,835,UPI,Water bill,April,4,Wednesday,0,17,TXN1307,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,174708,24,-66.38
2024-04-24,Health,3490,Cash,Pharmacy,April,4,Wednesday,0,17,TXN1308,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,178198,24,40.53
2024-04-25,Food & Dining,2406,UPI,Restaurant dinner,April,4,Thursday,0,17,TXN1311,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,180604,25,-3.12
2024-04-25,Transportation,260,UPI,Auto rickshaw,April,4,Thursday,0,17,TXN1312,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,180864,25,-89.53
